id,season,city,venue,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match
707,2019,Eden,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,0,3,KA Pollard
708,2019,M,M Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,Punjab Kings,0,8,G Gambhir
709,2019,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,9,A Mishra
710,2019,Wankhede,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,50,0,A Mishra
711,2019,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,72,0,AT Rayudu
712,2019,Eden,Eden Gardens,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,Kolkata Knight Riders,29,0,M Shami
713,2019,Narendra,Narendra Modi Stadium,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Delhi Capitals,48,0,SL Malinga
714,2019,Narendra,Narendra Modi Stadium,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,bat,Gujarat Titans,0,8,CH Gayle
715,2019,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Chennai Super Kings,37,0,SK Raina
716,2019,Arun,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,67,0,S Dhawan
717,2019,M,M Chinnaswamy Stadium,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0,1,DA Warner
718,2019,Eden,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,0,6,KA Pollard
719,2019,M,M Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,0,4,RR Pant
720,2019,M,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Mumbai Indians,80,0,SK Raina
721,2019,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,Royal Challengers Bangalore,41,0,SR Watson
722,2019,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,41,0,AM Rahane
723,2019,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Gujarat Titans,Gujarat Titans,field,Punjab Kings,4,0,DJ Bravo
724,2019,Punjab,Punjab Cricket Association Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Royal Challengers Bangalore,0,5,DJ Bravo
725,2019,M,M Chinnaswamy Stadium,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,62,0,JJ Bumrah
726,2019,MA,MA Chidambaram Stadium,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,Gujarat Titans,58,0,AT Rayudu
727,2019,Wankhede,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Kolkata Knight Riders,0,4,Harbhajan Singh
728,2019,MA,MA Chidambaram Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,field,Punjab Kings,0,9,G Gambhir
729,2019,Sawai,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bangalore,37,0,RR Pant
730,2019,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Gujarat Titans,Gujarat Titans,field,Punjab Kings,0,7,SK Raina
731,2019,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,19,0,SL Malinga
732,2019,Narendra,Narendra Modi Stadium,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,Sunrisers Hyderabad,0,2,YS Chahal
733,2019,Arun,Arun Jaitley Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,26,0,RR Pant
734,2019,Narendra,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,Punjab Kings,field,Punjab Kings,0,5,KL Rahul
735,2019,Wankhede,Wankhede Stadium,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Mumbai Indians,0,2,SK Raina
736,2019,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Punjab Kings,0,8,PP Chawla
737,2019,Sawai,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,0,2,Rashid Khan
738,2019,Arun,Arun Jaitley Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Delhi Capitals,0,3,RG Sharma
739,2019,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,1,DJ Bravo
740,2019,MA,MA Chidambaram Stadium,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,Gujarat Titans,13,0,Rashid Khan
741,2019,Arun,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,0,2,V Kohli
742,2019,Narendra,Narendra Modi Stadium,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,bat,Royal Challengers Bangalore,0,7,AB de Villiers
743,2019,Eden,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,54,0,AB de Villiers
744,2019,Wankhede,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,0,3,SK Raina
745,2019,Arun,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,30,0,CH Gayle
746,2019,MA,MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,10,0,DJ Bravo
747,2019,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,61,0,RG Sharma
748,2019,MA,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,78,0,SK Raina
749,2019,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,0,6,Rashid Khan
750,2019,Narendra,Narendra Modi Stadium,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Gujarat Titans,68,0,RR Pant
751,2019,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,28,0,B Kumar
752,2019,M,M Chinnaswamy Stadium,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,24,0,S Dhawan
753,2019,Eden,Eden Gardens,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,Kolkata Knight Riders,0,2,DJ Bravo
754,2019,Punjab,Punjab Cricket Association Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Punjab Kings,11,0,AB de Villiers
755,2019,Arun,Arun Jaitley Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Delhi Capitals,0,8,RR Pant
756,2019,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Kolkata Knight Riders,0,6,JJ Bumrah
757,2019,MA,MA Chidambaram Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,field,Chennai Super Kings,16,0,G Gambhir
758,2019,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Lucknow Super Giants,44,0,AB de Villiers
759,2019,Sawai,Sawai Mansingh Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,0,7,JJ Bumrah
760,2019,Sawai,Sawai Mansingh Stadium,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,Rajasthan Royals,59,0,SR Watson
761,2019,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Lucknow Super Giants,Punjab Kings,bat,Punjab Kings,4,0,SP Narine
762,2019,MA,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Punjab Kings,0,6,A Mishra
763,2019,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,0,8,JJ Bumrah
764,2019,BRSABV,BRSABV Ekana Cricket Stadium,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,bat,Punjab Kings,5,0,G Gambhir
765,2019,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,5,0,M Shami
766,2019,Punjab,Punjab Cricket Association Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,8,JJ Bumrah
767,2019,BRSABV,BRSABV Ekana Cricket Stadium,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,Gujarat Titans,65,0,SR Watson
768,2019,Sawai,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,0,6,PP Chawla
769,2019,M,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Mumbai Indians,44,0,S Dhawan
770,2019,BRSABV,BRSABV Ekana Cricket Stadium,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,Sunrisers Hyderabad,32,0,PP Chawla
771,2020,MA,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Chennai Super Kings,69,0,KA Pollard
772,2020,Narendra,Narendra Modi Stadium,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Rajasthan Royals,0,1,PP Chawla
773,2020,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,27,0,DJ Bravo
774,2020,M,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,0,4,SP Narine
775,2020,Eden,Eden Gardens,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Gujarat Titans,0,7,B Kumar
776,2020,MA,MA Chidambaram Stadium,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,0,7,HH Pandya
777,2020,Arun,Arun Jaitley Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,0,4,SR Watson
778,2020,Narendra,Narendra Modi Stadium,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,Gujarat Titans,3,0,CH Gayle
779,2020,Arun,Arun Jaitley Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,67,0,KA Pollard
780,2020,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,7,Rashid Khan
781,2020,Eden,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,0,3,G Gambhir
782,2020,Eden,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Kolkata Knight Riders,40,0,Harbhajan Singh
783,2020,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Rajasthan Royals,0,3,HH Pandya
784,2020,Arun,Arun Jaitley Stadium,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Delhi Capitals,63,0,Rashid Khan
785,2020,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Sunrisers Hyderabad,0,6,SP Narine
786,2020,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,67,0,M Shami
787,2020,MA,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,6,S Dhawan
788,2020,Eden,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,0,8,Rashid Khan
789,2020,Wankhede,Wankhede Stadium,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,41,0,JJ Bumrah
790,2020,Eden,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,5,SP Narine
791,2020,Eden,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,0,6,Rashid Khan
792,2020,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,0,5,SP Narine
793,2020,Eden,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,57,0,HH Pandya
794,2020,Wankhede,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,0,8,B Kumar
795,2020,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,46,0,KA Pollard
796,2020,Wankhede,Wankhede Stadium,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,Mumbai Indians,1,0,YS Chahal
797,2020,Arun,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,67,0,HH Pandya
798,2020,Punjab,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Punjab Kings,34,0,HH Pandya
799,2020,Arun,Arun Jaitley Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,51,0,V Kohli
800,2020,Wankhede,Wankhede Stadium,Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,0,4,RG Sharma
801,2020,BRSABV,BRSABV Ekana Cricket Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,0,3,B Kumar
802,2020,Sawai,Sawai Mansingh Stadium,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,Rajasthan Royals,0,2,CH Gayle
803,2020,BRSABV,BRSABV Ekana Cricket Stadium,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,Delhi Capitals,0,4,R Ashwin
804,2020,Eden,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,4,0,KL Rahul
805,2020,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,field,Punjab Kings,0,2,MS Dhoni
806,2020,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Rajasthan Royals,0,5,Harbhajan Singh
807,2020,BRSABV,BRSABV Ekana Cricket Stadium,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,Lucknow Super Giants,0,6,SR Watson
808,2020,Sawai,Sawai Mansingh Stadium,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,Rajasthan Royals,0,3,SR Watson
809,2020,Narendra,Narendra Modi Stadium,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,Gujarat Titans,0,3,B Kumar
810,2020,Narendra,Narendra Modi Stadium,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,Gujarat Titans,0,1,Rashid Khan
811,2020,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,0,5,M Shami
812,2020,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,72,0,CH Gayle
813,2020,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,5,S Dhawan
814,2020,MA,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Chennai Super Kings,0,8,Rashid Khan
815,2020,MA,MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,3,PP Chawla
816,2020,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,Kolkata Knight Riders,54,0,DJ Bravo
817,2020,MA,MA Chidambaram Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,Punjab Kings,51,0,SP Narine
818,2020,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,0,8,AT Rayudu
819,2020,Punjab,Punjab Cricket Association Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Punjab Kings,28,0,AT Rayudu
820,2020,MA,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,0,3,DA Warner
821,2020,Wankhede,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,0,5,RR Pant
822,2020,Sawai,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Rajasthan Royals,46,0,DJ Bravo
823,2020,Punjab,Punjab Cricket Association Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Punjab Kings,0,5,DJ Bravo
824,2020,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Rajasthan Royals,0,2,KA Pollard
825,2020,M,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,38,0,DA Warner
826,2020,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,0,4,PP Chawla
827,2020,Wankhede,Wankhede Stadium,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,66,0,AB de Villiers
828,2021,Arun,Arun Jaitley Stadium,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Lucknow Super Giants,65,0,R Ashwin
829,2021,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,11,0,AT Rayudu
830,2021,Punjab,Punjab Cricket Association Stadium,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,Punjab Kings,0,6,SK Raina
831,2021,MA,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Chennai Super Kings,1,0,V Kohli
832,2021,Punjab,Punjab Cricket Association Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Punjab Kings,0,5,HH Pandya
833,2021,Arun,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Delhi Capitals,15,0,Rashid Khan
834,2021,Eden,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Kolkata Knight Riders,56,0,RR Pant
835,2021,M,M Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Punjab Kings,22,0,SL Malinga
836,2021,Wankhede,Wankhede Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,38,0,AT Rayudu
837,2021,MA,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,0,9,SL Malinga
838,2021,Punjab,Punjab Cricket Association Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,68,0,PP Chawla
839,2021,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,8,A Mishra
840,2021,Punjab,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,0,4,KA Pollard
841,2021,Eden,Eden Gardens,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,Kolkata Knight Riders,0,8,R Ashwin
842,2021,BRSABV,BRSABV Ekana Cricket Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,80,0,B Kumar
843,2021,MA,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Chennai Super Kings,78,0,HH Pandya
844,2021,Punjab,Punjab Cricket Association Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals,3,0,AM Rahane
845,2021,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,Lucknow Super Giants,0,7,AB de Villiers
846,2021,Eden,Eden Gardens,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,0,6,M Shami
847,2021,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0,8,HH Pandya
848,2021,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,16,0,SK Raina
849,2021,Punjab,Punjab Cricket Association Stadium,Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,20,0,SP Narine
850,2021,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,1,AT Rayudu
851,2021,Arun,Arun Jaitley Stadium,Delhi Capitals,Gujarat Titans,Gujarat Titans,bat,Delhi Capitals,0,7,MS Dhoni
852,2021,Narendra,Narendra Modi Stadium,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Gujarat Titans,0,7,Rashid Khan
853,2021,Narendra,Narendra Modi Stadium,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,Sunrisers Hyderabad,67,0,AT Rayudu
854,2021,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,1,YS Chahal
855,2021,Arun,Arun Jaitley Stadium,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,0,6,SP Narine
856,2021,Arun,Arun Jaitley Stadium,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,0,4,M Shami
857,2021,Eden,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Rajasthan Royals,0,7,CH Gayle
858,2021,Narendra,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,Chennai Super Kings,3,0,KL Rahul
859,2021,Arun,Arun Jaitley Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,0,5,RG Sharma
860,2021,Punjab,Punjab Cricket Association Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Chennai Super Kings,59,0,HH Pandya
861,2021,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,bat,Lucknow Super Giants,0,3,AB de Villiers
862,2021,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,Gujarat Titans,0,8,B Kumar
863,2021,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,bat,Rajasthan Royals,0,3,KA Pollard
864,2021,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,5,KA Pollard
865,2021,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Punjab Kings,63,0,B Kumar
866,2021,Narendra,Narendra Modi Stadium,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Lucknow Super Giants,0,8,Harbhajan Singh
867,2021,MA,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,5,AB de Villiers
868,2021,Arun,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,1,HH Pandya
869,2021,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,Rajasthan Royals,0,5,SP Narine
870,2021,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,6,0,PP Chawla
871,2021,Punjab,Punjab Cricket Association Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,0,3,DJ Bravo
872,2021,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,0,2,KL Rahul
873,2021,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,0,5,B Kumar
874,2021,Wankhede,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,25,0,DJ Bravo
875,2021,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Gujarat Titans,Gujarat Titans,bat,Punjab Kings,3,0,KL Rahul
876,2021,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,field,Punjab Kings,0,7,Rashid Khan
877,2021,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,68,0,SR Watson
878,2021,MA,MA Chidambaram Stadium,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,Chennai Super Kings,0,3,DJ Bravo
879,2021,M,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,8,0,V Kohli
880,2021,Arun,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,53,0,G Gambhir
881,2021,MA,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,64,0,SR Watson
882,2021,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,62,0,YS Chahal
883,2021,Wankhede,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,32,0,PP Chawla
884,2021,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Punjab Kings,19,0,HH Pandya
